uid	username	nodes	cur nodes	ways	cur ways	relations	cur rels	first	last	days active	total edits	current objects	avg edits/day
5632	matt_gnu	0	0	0	0	3	0	12/04/2009	12/03/2010	364	3	0	0.008241758241758242
17422	meppen7	0	0	0	0	3	0	01/25/2010	01/25/2010	1	3	0	3
232312	ike88	0	0	3	1	0	0	05/05/2010	05/05/2010	1	3	1	3
172947	OSMicha	0	0	0	0	3	0	05/14/2010	05/14/2010	1	3	0	3
57206	Magnus Bäck	0	0	0	0	3	0	03/07/2010	03/13/2010	7	3	0	0.42857142857142855
81244	rurseekatze	0	0	0	0	3	0	05/16/2010	09/09/2011	482	3	0	0.006224066390041493
60744	motlib	0	0	1	0	1	0	08/25/2009	05/08/2010	256	2	0	0.0078125
368594	ezelhaar	2	0	0	0	0	0	11/08/2010	11/08/2010	1	2	0	2
183436	mtb	0	0	0	0	2	0	08/28/2010	09/23/2010	26	2	0	0.07692307692307693
9942	bz2	0	0	0	0	2	0	12/02/2010	12/02/2010	1	2	0	2
10230	kjnpbr	0	0	0	0	2	0	03/02/2009	03/02/2009	1	2	0	2
128160	sebastiaan	0	0	2	0	0	0	05/27/2009	05/27/2009	1	2	0	2
172364	skajline	2	1	0	0	0	0	09/14/2009	09/14/2009	1	2	1	2
367475	vukan	0	0	0	0	2	0	11/05/2010	11/06/2010	2	2	0	1
8732	xylome2	1	0	0	0	1	0	10/24/2008	12/11/2008	49	2	0	0.04081632653061224
64408	cupofcoffee	0	0	0	0	2	0	04/11/2010	04/11/2010	1	2	0	2
414565	dfcz55	0	0	0	0	2	0	03/20/2011	03/23/2011	3	2	0	0.6666666666666666
97011	VWkever	0	0	0	0	2	0	04/06/2009	07/27/2009	112	2	0	0.017857142857142856
70012	Jinx71	0	0	0	0	2	0	01/17/2009	01/24/2010	373	2	0	0.005361930294906166
347929	hint	0	0	0	0	2	1	07/10/2011	08/26/2011	48	2	1	0.041666666666666664
10142	JasperM	2	0	0	0	0	0	07/10/2007	07/10/2007	1	2	0	2
104912	Sir Lancelot	0	0	0	0	2	0	09/30/2009	10/20/2010	385	2	0	0.005194805194805195
114316	Blink2	1	0	1	0	0	0	04/07/2009	04/07/2009	1	2	0	2
313707	Brent Jilk	0	0	0	0	2	0	08/15/2010	08/15/2010	1	2	0	2
91056	Yarl	0	0	0	0	2	0	05/06/2010	05/24/2010	18	2	0	0.1111111111111111
346838	brunnen	0	0	0	0	2	0	03/01/2011	03/01/2011	1	2	0	2
149892	HACKimAbey	2	0	0	0	0	0	09/02/2009	09/02/2009	1	2	0	2
52915	Dwi Secundus	0	0	0	0	2	0	09/18/2008	03/03/2009	166	2	0	0.012048192771084338
12494	Aleksandr Dezhin	0	0	0	0	2	0	07/07/2009	01/02/2010	180	2	0	0.011111111111111112
247193	yjq88d	0	0	0	0	2	0	05/19/2010	05/19/2010	1	2	0	2
402477	Eelceau	2	1	0	0	0	0	03/10/2011	03/10/2011	1	2	1	2
194647	BertTijhuis	0	0	0	0	2	0	10/28/2010	10/28/2010	1	2	0	2
209183	FLO	2	1	0	0	0	0	12/16/2009	12/16/2009	1	2	1	2
102554	Jezevec	0	0	0	0	2	0	11/17/2009	07/10/2010	235	2	0	0.00851063829787234
189297	Tessa123	0	0	0	0	2	0	12/09/2009	12/16/2009	7	2	0	0.2857142857142857
58410	tlacuilo	0	0	0	0	2	0	06/21/2009	06/21/2009	1	2	0	2
43566	anbr	0	0	0	0	2	0	08/18/2010	11/14/2010	89	2	0	0.02247191011235955
51757	kolibri	0	0	0	0	2	0	08/07/2008	09/26/2008	50	2	0	0.04
11461	rulli	2	0	0	0	0	0	10/27/2007	10/27/2007	1	2	0	2
73554	e_j_h_polle	0	0	0	0	2	0	06/15/2011	06/27/2011	13	2	0	0.15384615384615385
96069	theophrastos	0	0	1	0	1	0	12/14/2009	11/20/2010	341	2	0	0.005865102639296188
100952	elmarburke	0	0	0	0	2	0	09/01/2010	09/01/2010	1	2	0	2
7596	ck3d	0	0	0	0	2	0	06/13/2010	06/13/2010	1	2	0	2
137	simone	2	0	0	0	0	0	07/08/2009	07/08/2009	1	2	0	2
411078	Degtiarev	0	0	0	0	2	0	02/19/2011	08/22/2011	185	2	0	0.010810810810810811
245942	Ozab	0	0	0	0	2	0	01/12/2011	01/12/2011	1	2	0	2
6390	grenzdebil_bonn	0	0	0	0	2	0	07/14/2009	07/14/2009	1	2	0	2
53803	ababy	0	0	0	0	2	0	12/29/2008	12/29/2008	1	2	0	2
451419	michelvdriet	0	0	0	0	2	0	05/08/2011	05/08/2011	1	2	0	2
63107	brogo	0	0	0	0	2	0	04/28/2010	05/13/2010	15	2	0	0.13333333333333333
29084	stoecker	0	0	1	0	1	0	09/12/2008	06/16/2010	643	2	0	0.003110419906687403
7811	wunni	0	0	0	0	2	0	07/31/2008	07/31/2008	1	2	0	2
76269	Snusmumriken	2	1	0	0	0	0	09/13/2009	11/07/2010	421	2	1	0.004750593824228029
124434	edwtie	0	0	0	0	2	0	11/20/2010	11/20/2010	1	2	0	2
234674	mjstuur	0	0	0	0	2	0	02/18/2010	02/18/2010	1	2	0	2
238405	jakob5000	2	0	0	0	0	0	02/26/2010	02/26/2010	1	2	0	2
8296	kuede	0	0	0	0	2	0	08/31/2010	04/21/2011	234	2	0	0.008547008547008548
53911	florianheer	0	0	0	0	2	0	08/16/2008	09/02/2008	17	2	0	0.11764705882352941
177941	WOSI	2	1	0	0	0	0	09/25/2009	09/25/2009	1	2	1	2
5265	ivansanchez	2	0	0	0	0	0	04/23/2009	07/12/2009	81	2	0	0.024691358024691357
308490	JohnGeorge	0	0	0	0	2	0	06/23/2010	06/23/2010	1	2	0	2
150579	White-Elephant	0	0	0	0	2	0	11/22/2009	06/05/2010	195	2	0	0.010256410256410256
61319	Zarmac	0	0	2	0	0	0	07/02/2009	07/02/2009	1	2	0	2
246	moyogo	0	0	0	0	2	0	09/07/2009	09/21/2009	14	2	0	0.14285714285714285
53175	Luccass	0	0	0	0	2	0	06/27/2009	07/16/2009	19	2	0	0.10526315789473684
252902	ArnoldJonk	2	0	0	0	0	0	03/27/2010	03/27/2010	1	2	0	2
187583	Zetep	0	0	0	0	2	0	07/25/2010	07/25/2010	1	2	0	2
72151	GeorgFausB	0	0	0	0	2	0	02/02/2010	02/03/2010	2	2	0	1
117689	foxandpotatoes	0	0	0	0	2	0	02/28/2011	03/13/2011	13	2	0	0.15384615384615385
45243	odna	0	0	0	0	2	0	06/23/2011	06/23/2011	1	2	0	2
299932	iddqd	0	0	0	0	2	0	06/06/2010	06/06/2010	1	2	0	2
202660	ams1234	2	1	0	0	0	0	11/28/2009	11/28/2009	1	2	1	2
510099	AGee	0	0	2	2	0	0	08/25/2011	09/15/2011	22	2	2	0.09090909090909091
17286	Pieren	0	0	0	0	2	0	11/28/2009	12/09/2009	11	2	0	0.18181818181818182
91225	tms13	0	0	0	0	2	0	04/30/2010	04/30/2010	1	2	0	2
26348	Rodolphe Quiédeville	2	1	0	0	0	0	10/11/2010	10/19/2010	8	2	1	0.25
81170	Beteille	0	0	0	0	2	0	04/08/2009	04/08/2009	1	2	0	2
178186	mdk	0	0	0	0	2	0	12/06/2009	12/08/2009	2	2	0	1
73722	elpbatista	1	1	1	0	0	0	05/28/2009	05/28/2009	1	2	1	2
90262	ClickKlack	0	0	0	0	2	0	01/09/2010	01/10/2010	2	2	0	1
74617	JohnSmith	2	0	0	0	0	0	07/28/2010	07/30/2010	2	2	0	1
140521	Fortress	0	0	0	0	2	0	01/11/2010	04/10/2010	90	2	0	0.022222222222222223
187563	Owin_wan_kenobi	2	1	0	0	0	0	06/07/2011	06/07/2011	1	2	1	2
17497	katpatuka	0	0	0	0	2	0	09/25/2009	09/25/2009	1	2	0	2
41362	Eriks Zelenka	0	0	0	0	2	0	11/07/2009	11/08/2009	1	2	0	2
322818	RenO	0	0	2	2	0	0	08/04/2010	08/04/2010	1	2	2	2
409763	const_st	0	0	0	0	2	0	05/10/2011	05/28/2011	19	2	0	0.10526315789473684
42220	longsch	0	0	0	0	2	0	09/05/2009	03/04/2010	181	2	0	0.011049723756906077
53559	Miple	0	0	0	0	2	0	04/27/2010	05/05/2010	8	2	0	0.25
6484	seufer_wolle	1	0	1	0	0	0	07/11/2009	07/11/2009	1	2	0	2
517765	VirWayer	0	0	0	0	2	0	09/08/2011	09/15/2011	8	2	0	0.25
38935	Roebuck	0	0	0	0	2	0	08/10/2008	03/15/2009	218	2	0	0.009174311926605505
79528	Eberth	0	0	0	0	2	0	02/08/2009	02/08/2009	1	2	0	2
151374	Sembola	0	0	0	0	2	0	12/24/2009	12/01/2010	343	2	0	0.0058309037900874635
193855	zss	0	0	0	0	2	0	08/24/2010	08/25/2011	367	2	0	0.005449591280653951
223558	tonkow1993	0	0	0	0	2	0	01/24/2010	01/25/2010	1	2	0	2
135254	Tobi-rr	0	0	0	0	2	0	08/20/2009	09/08/2009	20	2	0	0.1
118185	albertux	0	0	0	0	2	0	08/11/2009	08/23/2009	13	2	0	0.15384615384615385
68535	DennisP	0	0	0	0	2	0	11/29/2008	11/29/2008	1	2	0	2
204843	IPOQI	2	0	0	0	0	0	12/04/2009	12/04/2009	1	2	0	2
136008	Gandhi	0	0	0	0	2	0	12/02/2010	12/02/2010	1	2	0	2
51266	quini	0	0	0	0	2	0	07/29/2009	07/29/2009	1	2	0	2
6045	remco	1	1	1	1	0	0	10/07/2007	10/07/2007	1	2	2	2
399713	cptjack	2	1	0	0	0	0	02/08/2011	02/24/2011	17	2	1	0.11764705882352941
6624	Gints	0	0	0	0	2	0	07/15/2009	07/15/2009	1	2	0	2
308	MichaelCollinson	2	1	0	0	0	0	11/05/2008	07/15/2009	252	2	1	0.007936507936507936
148127	Thomas73	0	0	0	0	2	0	12/07/2009	12/07/2009	1	2	0	2
130323	danme	0	0	0	0	2	0	07/04/2009	09/27/2009	85	2	0	0.023529411764705882
42618	m0ep	0	0	0	0	2	0	03/07/2009	05/28/2009	82	2	0	0.024390243902439025
119733	PostFix	0	0	0	0	2	0	05/08/2009	05/23/2009	16	2	0	0.125
7010	GarryX3D	0	0	0	0	2	1	05/26/2011	09/14/2011	112	2	1	0.017857142857142856
139087	premarnava	2	1	0	0	0	0	06/26/2009	06/26/2009	1	2	1	2
467857	ma5ter	0	0	0	0	2	0	06/19/2011	07/01/2011	12	2	0	0.16666666666666666
11776	Marcus Wolschon	0	0	0	0	2	0	08/02/2008	09/29/2009	424	2	0	0.0047169811320754715
89943	Bengatzer	0	0	0	0	2	0	05/04/2009	05/04/2009	1	2	0	2
242371	le_bistrot	0	0	0	0	2	0	08/13/2011	08/14/2011	2	2	0	1
61493	Mapinator	0	0	0	0	2	0	07/24/2011	07/24/2011	1	2	0	2
23932	Wouter Tebbens	2	0	0	0	0	0	01/11/2008	01/11/2008	1	2	0	2
207656	Youry	2	2	0	0	0	0	12/12/2009	12/12/2009	1	2	2	2
69625	Eugene120	0	0	0	0	2	0	09/06/2009	05/19/2010	256	2	0	0.0078125
194423	Ser V	0	0	0	0	2	0	12/24/2009	12/24/2009	1	2	0	2
308642	Zykure	0	0	0	0	2	0	10/22/2010	11/02/2010	12	2	0	0.16666666666666666
9593	pebe	0	0	0	0	2	0	07/22/2008	08/01/2008	11	2	0	0.18181818181818182
249576	oom	0	0	0	0	2	0	01/23/2011	06/19/2011	147	2	0	0.013605442176870748
164096	osm_contrib	0	0	0	0	2	0	10/06/2009	12/18/2009	74	2	0	0.02702702702702703
389774	rdevre	2	0	0	0	0	0	12/30/2010	12/30/2010	1	2	0	2
35638	ddixon	0	0	0	0	2	0	12/29/2008	06/11/2009	164	2	0	0.012195121951219513
235800	uber	0	0	2	0	0	0	02/20/2010	02/20/2010	1	2	0	2
126019	Jarrattp	2	0	0	0	0	0	11/21/2009	11/21/2009	1	2	0	2
61005	nkbre	0	0	0	0	2	0	01/11/2009	01/11/2009	1	2	0	2
146210	ccdd	0	0	0	0	2	0	08/28/2009	08/28/2009	1	2	0	2
7045	Xuacu	1	1	0	0	1	0	04/06/2011	04/06/2011	1	2	1	2
372928	Ruan007	2	0	0	0	0	0	11/19/2010	11/19/2010	1	2	0	2
64578	Serpens	2	2	0	0	0	0	01/03/2010	01/03/2010	1	2	2	2
164649	Carnager	1	0	1	0	0	0	08/28/2009	08/28/2009	1	2	0	2
118623	hknk1	0	0	0	0	2	0	06/11/2010	02/13/2011	247	2	0	0.008097165991902834
21197	DePolaf	0	0	2	0	0	0	12/07/2007	12/07/2007	1	2	0	2
133332	AMDmi3	0	0	0	0	2	0	09/26/2010	10/29/2010	34	2	0	0.058823529411764705
490974	Ruud444	0	0	0	0	2	0	07/17/2011	07/17/2011	1	2	0	2
12827	garmini	0	0	0	0	2	0	08/26/2008	08/26/2008	1	2	0	2
7547	edinorog	0	0	0	0	2	0	02/06/2011	02/19/2011	13	2	0	0.15384615384615385
1892	JLS	0	0	0	0	2	0	11/08/2009	11/08/2009	1	2	0	2
184928	John68	0	0	0	0	2	0	05/14/2011	05/14/2011	1	2	0	2
131244	Torx	0	0	0	0	2	0	10/01/2009	10/01/2009	1	2	0	2
380029	Chris7	0	0	0	0	2	0	01/01/2011	01/12/2011	12	2	0	0.16666666666666666
388342	jkbtb	2	2	0	0	0	0	06/23/2011	06/23/2011	1	2	2	2
61533	spull	0	0	0	0	2	0	03/10/2010	03/10/2010	1	2	0	2
78411	tkoen	0	0	0	0	2	0	11/08/2008	11/14/2008	7	2	0	0.2857142857142857
266838	sublevel7	0	0	0	0	2	0	05/02/2010	05/02/2010	1	2	0	2
7260	studerap	0	0	0	0	2	0	06/08/2008	06/08/2008	1	2	0	2
9903	ervano	2	0	0	0	0	0	06/27/2010	06/27/2010	1	2	0	2
239397	jaspis	0	0	0	0	2	0	07/21/2010	07/31/2010	11	2	0	0.18181818181818182
416118	erikvanderzee	2	0	0	0	0	0	03/01/2011	03/01/2011	1	2	0	2
521065	ridouan	0	0	2	2	0	0	09/13/2011	09/13/2011	1	2	2	2
95293	Nightdive	0	0	0	0	2	0	08/01/2009	02/24/2010	207	2	0	0.00966183574879227
104388	Robert Collier	0	0	0	0	2	0	04/22/2009	04/22/2009	1	2	0	2
211018	pashgan	0	0	0	0	2	0	06/24/2010	06/19/2011	361	2	0	0.00554016620498615
215730	Sloppie	0	0	0	0	2	0	01/08/2010	01/08/2010	1	2	0	2
130175	Imp	0	0	0	0	2	0	06/10/2011	09/02/2011	85	2	0	0.023529411764705882
146178	Anton Gubarkov	0	0	0	0	2	0	07/17/2009	07/21/2009	5	2	0	0.4
272075	lavano	0	0	0	0	2	0	05/31/2010	05/31/2010	1	2	0	2
498495	gid68	0	0	0	0	2	0	07/31/2011	07/31/2011	1	2	0	2
45684	Niouta	0	0	0	0	2	0	04/14/2009	12/06/2009	237	2	0	0.008438818565400843
327907	wyo	0	0	0	0	2	0	10/08/2010	10/08/2010	1	2	0	2
13368	tomtomtom	2	0	0	0	0	0	09/13/2007	09/14/2007	1	2	0	2
110639	aighes	0	0	0	0	2	0	04/15/2010	10/13/2010	181	2	0	0.011049723756906077
12783	Thomas Matern	0	0	2	0	0	0	12/15/2007	12/15/2007	1	2	0	2
228350	drtom	0	0	0	0	2	0	03/23/2010	03/23/2010	1	2	0	2
232992	sapto	2	1	0	0	0	0	02/15/2010	03/27/2010	41	2	1	0.04878048780487805
63658	godsdog	0	0	0	0	1	0	12/18/2010	12/18/2010	1	1	0	1
36226	Henry Loenwind	0	0	0	0	1	0	10/08/2008	10/08/2008	1	1	0	1
193512	Pyknite	0	0	0	0	1	0	11/12/2009	11/12/2009	1	1	0	1
462959	deepblue66	0	0	0	0	1	0	06/24/2011	06/24/2011	1	1	0	1
376459	Bobby Dazzler	1	1	0	0	0	0	06/24/2011	06/24/2011	1	1	1	1
98682	Stéphane Péchard	0	0	1	0	0	0	12/17/2009	12/17/2009	1	1	0	1
54824	pobept	0	0	0	0	1	0	05/26/2009	05/26/2009	1	1	0	1
21555	joostdejong	1	1	0	0	0	0	02/24/2011	02/24/2011	1	1	1	1
59547	spielmops	0	0	0	0	1	0	05/06/2009	05/06/2009	1	1	0	1
124870	Walkingmage	0	0	0	0	1	0	12/08/2010	12/08/2010	1	1	0	1
26153	cytrinox	0	0	0	0	1	0	08/05/2008	08/05/2008	1	1	0	1
64437	mce	1	1	0	0	0	0	11/24/2009	11/24/2009	1	1	1	1
24572	sly	0	0	0	0	1	0	01/26/2010	01/26/2010	1	1	0	1
123946	Martin_D	0	0	0	0	1	0	06/11/2009	06/11/2009	1	1	0	1
386743	Mosqit	0	0	0	0	1	0	03/28/2011	03/28/2011	1	1	0	1
86922	dusky	0	0	0	0	1	0	06/01/2009	06/01/2009	1	1	0	1
130277	Teuxe	0	0	0	0	1	0	02/23/2011	02/23/2011	1	1	0	1
83464	MVG38	0	0	0	0	1	0	12/28/2010	12/28/2010	1	1	0	1
353558	wonderfullwb	1	1	0	0	0	0	10/01/2010	10/01/2010	1	1	1	1
125687	tubeli	0	0	1	1	0	0	04/25/2010	04/25/2010	1	1	1	1
24256	oglord	0	0	0	0	1	0	12/21/2009	12/21/2009	1	1	0	1
85113	ckristijan	1	0	0	0	0	0	03/02/2010	03/02/2010	1	1	0	1
43745	vpaul	0	0	0	0	1	0	05/01/2009	05/01/2009	1	1	0	1
46	FrankM	0	0	0	0	1	0	07/20/2008	07/20/2008	1	1	0	1
29504	Kurt Roeckx	0	0	0	0	1	0	09/27/2009	09/27/2009	1	1	0	1
165465	MaXeP	0	0	0	0	1	0	08/23/2010	08/23/2010	1	1	0	1
286114	MyPoi	1	1	0	0	0	0	05/11/2010	05/11/2010	1	1	1	1
102899	stw1701	0	0	0	0	1	0	07/02/2009	07/02/2009	1	1	0	1
47126	NAVSTAR	0	0	0	0	1	0	06/13/2010	06/13/2010	1	1	0	1
125339	efred	0	0	0	0	1	0	08/26/2011	08/26/2011	1	1	0	1
83291	Surly	0	0	0	0	1	0	08/12/2011	08/12/2011	1	1	0	1
186651	Teddych	0	0	0	0	1	0	11/16/2009	11/16/2009	1	1	0	1
461945	poppei82	0	0	0	0	1	0	07/05/2011	07/05/2011	1	1	0	1
368484	jolarti	1	0	0	0	0	0	11/08/2010	11/08/2010	1	1	0	1
38035	turtle	0	0	0	0	1	0	04/16/2010	04/16/2010	1	1	0	1
82210	ViewFromTheBoundary	1	0	0	0	0	0	09/08/2009	09/08/2009	1	1	0	1
334153	Alexander Roalter	0	0	0	0	1	0	11/06/2010	11/06/2010	1	1	0	1
158153	jetthe	0	0	0	0	1	0	01/17/2010	01/17/2010	1	1	0	1
4622	mcknut	1	0	0	0	0	0	07/11/2009	07/11/2009	1	1	0	1
209460	AlexZolotarev	1	0	0	0	0	0	03/07/2011	03/07/2011	1	1	0	1
66182	Mauski	0	0	0	0	1	0	07/21/2009	07/21/2009	1	1	0	1
52047	Asbjørn Sloth Tønnesen	0	0	0	0	1	0	09/20/2009	09/20/2009	1	1	0	1
3980	TomH	1	0	0	0	0	0	11/25/2007	11/25/2007	1	1	0	1
115651	Konrad Aust	0	0	0	0	1	0	10/23/2009	10/23/2009	1	1	0	1
165061	keinname	0	0	0	0	1	0	11/07/2010	11/07/2010	1	1	0	1
510827	MacTarmac	0	0	0	0	1	1	09/11/2011	09/11/2011	1	1	1	1
97421	vespex	0	0	0	0	1	0	02/16/2010	02/16/2010	1	1	0	1
522402	Melissa1982	0	0	0	0	1	0	09/16/2011	09/16/2011	1	1	0	1
86889	kowoma	0	0	0	0	1	0	03/14/2009	03/14/2009	1	1	0	1
281380	Dave G	1	0	0	0	0	0	05/03/2010	05/03/2010	1	1	0	1
332493	bazgal	0	0	0	0	1	0	05/26/2011	05/26/2011	1	1	0	1
7900	Emmanuel Pacaud	0	0	1	0	0	0	09/09/2010	09/09/2010	1	1	0	1
4652	Deelkar	0	0	1	0	0	0	11/13/2008	11/13/2008	1	1	0	1
91822	joshx	0	0	0	0	1	0	08/29/2009	08/29/2009	1	1	0	1
33223	k127	1	0	0	0	0	0	10/10/2009	10/10/2009	1	1	0	1
343227	Wjb148	0	0	0	0	1	0	10/08/2010	10/08/2010	1	1	0	1
97028	johnhou26	1	0	0	0	0	0	02/05/2009	02/05/2009	1	1	0	1
78732	Boterbloem	0	0	0	0	1	0	11/12/2009	11/12/2009	1	1	0	1
62752	NomadAlien	1	0	0	0	0	0	08/17/2009	08/17/2009	1	1	0	1
54005	zork	0	0	0	0	1	0	05/02/2010	05/02/2010	1	1	0	1
12184	alexfrol	0	0	0	0	1	0	01/13/2010	01/13/2010	1	1	0	1
77446	Flacus	0	0	0	0	1	0	01/04/2009	01/04/2009	1	1	0	1
2956	Christopher	0	0	0	0	1	0	09/26/2008	09/26/2008	1	1	0	1
69864	Ivan Komarov	0	0	0	0	1	0	09/11/2010	09/11/2010	1	1	0	1
155079	dimuzz	0	0	0	0	1	0	11/09/2010	11/09/2010	1	1	0	1
146644	Vasya0000	0	0	0	0	1	0	07/17/2009	07/17/2009	1	1	0	1
174822	Canabis	0	0	0	0	1	0	01/10/2010	01/10/2010	1	1	0	1
421710	andrutl	0	0	0	0	1	0	06/14/2011	06/14/2011	1	1	0	1
88909	miko101	0	0	0	0	1	0	12/01/2010	12/01/2010	1	1	0	1
17068	De Idstaaner	0	0	0	0	1	0	09/11/2009	09/11/2009	1	1	0	1
118613	Schleicher	0	0	0	0	1	0	03/31/2011	03/31/2011	1	1	0	1
332193	novw	1	1	0	0	0	0	08/11/2010	08/11/2010	1	1	1	1
138038	alx	0	0	0	0	1	0	06/30/2009	06/30/2009	1	1	0	1
14786	BroadwayLamb	0	0	0	0	1	0	11/13/2008	11/13/2008	1	1	0	1
212111	okilimu	1	1	0	0	0	0	07/05/2010	07/05/2010	1	1	1	1
22528	saintman	0	0	0	0	1	0	10/22/2009	10/22/2009	1	1	0	1
195713	_torsten_	0	0	0	0	1	0	04/22/2010	04/22/2010	1	1	0	1
21029	kaeru	0	0	0	0	1	0	09/14/2008	09/14/2008	1	1	0	1
55696	MatzeM	0	0	0	0	1	0	01/25/2011	01/25/2011	1	1	0	1
36745	Gluko	0	0	0	0	1	0	08/23/2008	08/23/2008	1	1	0	1
44217	kjon	0	0	0	0	1	0	05/31/2010	05/31/2010	1	1	0	1
303710	daregusta	0	0	0	0	1	0	06/23/2010	06/23/2010	1	1	0	1
23960	Utilisateur anonyme	0	0	0	0	1	0	06/15/2009	06/15/2009	1	1	0	1
203398	alch	0	0	0	0	1	0	04/20/2010	04/20/2010	1	1	0	1
126035	Cornelis	0	0	0	0	1	0	06/07/2011	06/07/2011	1	1	0	1
452266	Никита_33	0	0	0	0	1	0	05/10/2011	05/10/2011	1	1	0	1
12614	rabenkind	0	0	0	0	1	0	02/12/2011	02/12/2011	1	1	0	1
69717	kaitu	0	0	0	0	1	0	01/17/2010	01/17/2010	1	1	0	1
91490	Heinz_V	0	0	0	0	1	0	11/24/2010	11/24/2010	1	1	0	1
155679	Cyzor	0	0	0	0	1	0	08/10/2009	08/10/2009	1	1	0	1
1410	bruce89	0	0	0	0	1	0	02/27/2011	02/27/2011	1	1	0	1
18818	valhalla	0	0	0	0	1	0	08/04/2010	08/04/2010	1	1	0	1
84733	goldwell	0	0	0	0	1	0	01/11/2010	01/11/2010	1	1	0	1
16085	artus70	0	0	0	0	1	0	05/01/2009	05/01/2009	1	1	0	1
172180	AMB	0	0	0	0	1	0	03/06/2010	03/06/2010	1	1	0	1
40560	bkr	0	0	0	0	1	0	02/06/2010	02/06/2010	1	1	0	1
62496	TheHosch	0	0	0	0	1	0	05/18/2010	05/18/2010	1	1	0	1
163998	SteGroPa	0	0	0	0	1	0	01/13/2011	01/13/2011	1	1	0	1
8834	Jocelyn	0	0	0	0	1	0	05/23/2010	05/23/2010	1	1	0	1
182643	temporalista	1	0	0	0	0	0	12/20/2010	12/20/2010	1	1	0	1
17752	Yuri Nazarov	0	0	0	0	1	0	09/06/2009	09/06/2009	1	1	0	1
147192	robe	0	0	0	0	1	0	08/02/2009	08/02/2009	1	1	0	1
96817	Pornomücke	0	0	0	0	1	0	04/27/2010	04/27/2010	1	1	0	1
225447	translucent	1	1	0	0	0	0	05/21/2010	05/21/2010	1	1	1	1
12919	Cerritus	0	0	0	0	1	0	08/14/2008	08/14/2008	1	1	0	1
27531	hirnfred	0	0	0	0	1	0	10/26/2009	10/26/2009	1	1	0	1
33502	Igor Shubovych	1	0	0	0	0	0	06/10/2009	06/10/2009	1	1	0	1
200001	juris	0	0	0	0	1	0	03/27/2011	03/27/2011	1	1	0	1
194280	merto	0	0	0	0	1	0	02/08/2010	02/08/2010	1	1	0	1
11321	Pecisk	0	0	0	0	1	0	05/17/2009	05/17/2009	1	1	0	1
12790	BigHead	0	0	0	0	1	0	01/30/2011	01/30/2011	1	1	0	1
433361	Dima M	0	0	0	0	1	0	04/18/2011	04/18/2011	1	1	0	1
356976	michhens	0	0	0	0	1	0	10/16/2010	10/16/2010	1	1	0	1
90188	hypersciocco	0	0	0	0	1	0	04/04/2011	04/04/2011	1	1	0	1
42683	riechfield	0	0	0	0	1	0	09/13/2009	09/13/2009	1	1	0	1
280318	DerFahnder	1	0	0	0	0	0	06/12/2010	06/12/2010	1	1	0	1
54072	Scratbag	0	0	1	1	0	0	12/12/2010	12/12/2010	1	1	1	1
204963	Skejtas	1	0	0	0	0	0	12/07/2009	12/07/2009	1	1	0	1
44329	aikon	0	0	0	0	1	0	08/18/2008	08/18/2008	1	1	0	1
26492	phobie	1	0	0	0	0	0	08/27/2009	08/27/2009	1	1	0	1
7321	rollercow	0	0	0	0	1	0	11/13/2008	11/13/2008	1	1	0	1
246723	Pieter S	0	0	0	0	1	0	08/15/2011	08/15/2011	1	1	0	1
190869	elbatrop	1	1	0	0	0	0	07/17/2011	07/17/2011	1	1	1	1
468547	Tack	0	0	0	0	1	0	07/10/2011	07/10/2011	1	1	0	1
56313	DanielS79	0	0	0	0	1	0	08/13/2008	08/13/2008	1	1	0	1
2566	Sven S_	1	0	0	0	0	0	03/28/2007	03/28/2007	1	1	0	1
167124	Geertje	1	0	0	0	0	0	09/03/2009	09/03/2009	1	1	0	1
6065	MrJoe	0	0	0	0	1	0	07/23/2010	07/23/2010	1	1	0	1
248241	freibier111	1	1	0	0	0	0	03/19/2010	03/19/2010	1	1	1	1
11837	einarr	1	0	0	0	0	0	02/06/2008	02/06/2008	1	1	0	1
216330	SteQQQ	0	0	0	0	1	0	01/27/2010	01/27/2010	1	1	0	1
70621	BikeMap	0	0	0	0	1	0	11/12/2008	11/12/2008	1	1	0	1
313179	thug_n_g	0	0	0	0	1	0	05/07/2011	05/07/2011	1	1	0	1
380508	mishka100	0	0	0	0	1	0	03/28/2011	03/28/2011	1	1	0	1
212207	SunCobalt	0	0	0	0	1	0	09/02/2011	09/02/2011	1	1	0	1
15720	J budissin	0	0	0	0	1	0	07/13/2010	07/13/2010	1	1	0	1
16268	MasterMG	0	0	1	0	0	0	12/26/2008	12/26/2008	1	1	0	1
333718	Sandlover63	0	0	0	0	1	0	08/17/2010	08/17/2010	1	1	0	1
1238	80n	1	0	0	0	0	0	07/31/2008	07/31/2008	1	1	0	1
13006	mmeusel	1	0	0	0	0	0	11/29/2007	11/29/2007	1	1	0	1
143217	remcop	0	0	0	0	1	0	08/11/2009	08/11/2009	1	1	0	1
107811	spock	0	0	0	0	1	0	03/21/2009	03/21/2009	1	1	0	1
445936	Ferdos916	1	0	0	0	0	0	04/28/2011	04/28/2011	1	1	0	1
267782	HansRab	0	0	0	0	1	0	04/23/2010	04/23/2010	1	1	0	1
75496	navigARTor	0	0	0	0	1	0	10/21/2009	10/21/2009	1	1	0	1
190196	FlorinMateiu	0	0	0	0	1	0	11/10/2009	11/10/2009	1	1	0	1
